filename,rel_path,abs_path,size_bytes,best_title,best_author,title_source,meta_title,meta_author,page1_title_guess,filename_title,filename_author,page1_text_preview,meta_error,page_error
"D. Friedman - Creación y Aplicación Privada de la Ley, un Caso Histórico.pdf","      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - Creación y Aplicación Privada de la Ley, un Caso Histórico.pdf","D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - Creación y Aplicación Privada de la Ley, un Caso Histórico.pdf",1026063,Creación y aplicación privada de la ley: un caso histórico — David Friedman | by Libertad en Español | Medium,D. Friedman,meta,Creación y aplicación privada de la ley: un caso histórico — David Friedman | by Libertad en Español | Medium,,Creación y aplicación privada de la,"Creación y Aplicación Privada de la Ley, un Caso Histórico",D. Friedman,"Creación y aplicación privada de la | ley: un caso histórico — David | Friedman | Libertad en Español · Follow | 34 min read · Aug 5, 2022 | Share | Traducción del artículo originalmente titulado Private Creation | and Enforcement of Law: A Historical Case | Open in app | Sign up | Sign in | Search",,
D. Friedman - Crítica a una Versión de la Economía Austriaca.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - Crítica a una Versión de la Economía Austriaca.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - Crítica a una Versión de la Economía Austriaca.pdf,853869,Crítica a una versión de la economía austriaca — David Friedman | by Libertad en Español | Medium,D. Friedman,meta,Crítica a una versión de la economía austriaca — David Friedman | by Libertad en Español | Medium,,Crítica a una versión de la,Crítica a una Versión de la Economía Austriaca,D. Friedman,"Crítica a una versión de la | economía austriaca — David | Friedman | Libertad en Español · Follow | 36 min read · Jan 9, 2022 | Share | Traducción del artículo originalmente titulado Critique of a | Version of Austrian Economics | Open in app | Sign up | Sign in | Search",,
D. Friedman - Economía y psicología evolucionista.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - Economía y psicología evolucionista.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - Economía y psicología evolucionista.pdf,1065401,Economía y psicología evolucionista— David Friedman | by Libertad en Español | Medium,D. Friedman,meta,Economía y psicología evolucionista— David Friedman | by Libertad en Español | Medium,,— David Friedman,Economía y psicología evolucionista,D. Friedman,"Economía y psicología evolucionista | — David Friedman | Libertad en Español · Follow | 33 min read · Jan 8, 2022 | Share | Traducción del artículo originalmente titulado Economics and | Evolutionary Psychology | Open in app | Sign up | Sign in | Search",,
D. Friedman - El realismo moral.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - El realismo moral.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - El realismo moral.pdf,776497,"El realismo moral — David Friedman | by Libertad en Español | Apr, 2024 | Medium",D. Friedman,meta,"El realismo moral — David Friedman | by Libertad en Español | Apr, 2024 | Medium",,El realismo moral — David Friedman,El realismo moral,D. Friedman,"El realismo moral — David Friedman | Libertad en Español · Follow | 7 min read · Apr 14, 2024 | Share | Traducción del artículo originalmente titulado Moral Realism | David Friedman | Open in app | Sign up | Sign in | Search",,
"D. Friedman - La Ley como Bien Privado, una respuesta a Tyler Cowen sobre la Economía de la Anarquía.pdf","      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - La Ley como Bien Privado, una respuesta a Tyler Cowen sobre la Economía de la Anarquía.pdf","D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - La Ley como Bien Privado, una respuesta a Tyler Cowen sobre la Economía de la Anarquía.pdf",985063,La ley como bien privado: una respuesta a Tyler Cowen sobre la economía de la anarquía — David Friedman | by Libertad en Español | Medium,D. Friedman,meta,La ley como bien privado: una respuesta a Tyler Cowen sobre la economía de la anarquía — David Friedman | by Libertad en Español | Medium,,La ley como bien privado: una,"La Ley como Bien Privado, una respuesta a Tyler Cowen sobre la Economía de la Anarquía",D. Friedman,"La ley como bien privado: una | respuesta a Tyler Cowen sobre la | economía de la anarquía — David | Friedman | Libertad en Español · Follow | 17 min read · Jan 28, 2020 | Share | Traducción del artículo originalmente titulado Law as a Private | Good: A Response to Tyler Cowen on the Economics of Anarchy | Open in ap",,
D. Friedman - Mi desacuerdo con Murray Rothbard.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - Mi desacuerdo con Murray Rothbard.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - Mi desacuerdo con Murray Rothbard.pdf,530874,Mi desacuerdo con Murray Rothbard — David Friedman | by Libertad en Español | Medium,D. Friedman,meta,Mi desacuerdo con Murray Rothbard — David Friedman | by Libertad en Español | Medium,,Rothbard — David Friedman,Mi desacuerdo con Murray Rothbard,D. Friedman,"Mi desacuerdo con Murray | Rothbard — David Friedman | Libertad en Español · Follow | 7 min read · Aug 29, 2020 | Share | Traducción del artículo originalmente titulado My Disagreement | with Murray Rothbard | David Friedman — Murray Rothbard | Open in app | Sign up | Sign in | Search",,
D. Friedman - ¿El altruismo produce resultados eficientes_ Marshall contra Kaldor.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - ¿El altruismo produce resultados eficientes_ Marshall contra Kaldor.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\D. Friedman - ¿El altruismo produce resultados eficientes_ Marshall contra Kaldor.pdf,802509,"¿El altruismo produce resultados eficientes? Marshall contra Kaldor — David Friedman | by Libertad en Español | Apr, 2024 | Medium",D. Friedman,meta,"¿El altruismo produce resultados eficientes? Marshall contra Kaldor — David Friedman | by Libertad en Español | Apr, 2024 | Medium",,¿El altruismo produce resultados,¿El altruismo produce resultados eficientes_ Marshall contra Kaldor,D. Friedman,"¿El altruismo produce resultados | eficientes? Marshall contra Kaldor | — David Friedman | Libertad en Español · Follow | 25 min read · Apr 14, 2024 | Share | Traducción del artículo originalmente titulado Does Altruism | produce Efficient Outcomes? Marshall vs. Kaldor | Open in app | Sign up | Sign in | Search",,
Desobediencia Civil_ un análisis político.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Desobediencia Civil_ un análisis político.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Desobediencia Civil_ un análisis político.pdf,2307293,UNIVERSIDAD DE GRANADA INSTITUTO DE LA PAZ Y LOS CONFLICTOS,,page1,,,UNIVERSIDAD DE GRANADA INSTITUTO DE LA PAZ Y LOS CONFLICTOS,Desobediencia Civil_ un análisis político,,1  |   |   |   |   | UNIVERSIDAD DE GRANADA  |   | INSTITUTO DE LA PAZ Y LOS CONFLICTOS  |   |   |   |   |   |   |   |   |   | Desobediencia civil: un análisis político  |   | AUTOR: Gilma Liliana Ballesteros Peluffo  |   | DIRECTORES: Dr. Mario López Martínez  | Dr. Javier Rodríguez Alcázar  |   |   |   |   | Abril de 2014,cryptography>=3.1 is required for AES algorithm,
Disidencia Ética y Desobediencia Civil.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Disidencia Ética y Desobediencia Civil.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Disidencia Ética y Desobediencia Civil.pdf,1085401,Disidencia Ética y Desobediencia Civil,Tecnodoc (Dept. PDF),meta,Disidencia Ética y Desobediencia Civil,Tecnodoc (Dept. PDF),DISIDENCIA ETICA Y DESOBEDIENCIA CIVIL CARLOS GÓMEZ SÁNCHEZ,Disidencia Ética y Desobediencia Civil,,"DISIDENCIA ETICA Y DESOBEDIENCIA CIVIL  | CARLOS GÓMEZ SÁNCHEZ  | Departamento de Filosofía Moral y Política. UNED  | 1.  | Prehistoria de un concepto  | A un concepto siempre se le pueden encontrar antecedentes. Si la noción de  | «desobediencia civil» se forja en Estados Unidos a mediados del siglo xix, su  | p",,
El individuo libertario.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\El individuo libertario.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\El individuo libertario.pdf,148873,NUEVA SOCIEDAD Número 42 Mayo - Junio p70-86,Aida,meta,NUEVA SOCIEDAD Número 42 Mayo - Junio p70-86,Aida,"NUEVA SOCIEDAD NRO.134 NOVIEMBRE-DICIEMBRE 1994 , PP. 58-69",El individuo libertario,,"NUEVA SOCIEDAD NRO.134 NOVIEMBRE-DICIEMBRE 1994 , PP. 58-69 | El individuo libertario  |   | Flores-d'Arcais, Paolo | Paolo Flores d'Arcais: Filósofo italiano, director de la revista MicroMega, Roma.RE  | :Para reinventarse, la Izquierda debe decidirse por el individuo en tanto principio  | fundamental. Las Ide",,
El pequeño Libro Rojo del activista en la Red (Marta Peirano).pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\El pequeño Libro Rojo del activista en la Red (Marta Peirano).pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\El pequeño Libro Rojo del activista en la Red (Marta Peirano).pdf,1477511,El pequeño Libro Rojo del activista en la Red,Marta Peirano,filename,,,,El pequeño Libro Rojo del activista en la Red,Marta Peirano,,,
Huemer - Bitcoin.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Bitcoin.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Bitcoin.pdf,731406,Bitcoin — Michael Huemer. Traducción del artículo originalmente… | by Libertad en Español | Medium,Huemer,meta,Bitcoin — Michael Huemer. Traducción del artículo originalmente… | by Libertad en Español | Medium,,Bitcoin — Michael Huemer,Bitcoin,Huemer,"Bitcoin — Michael Huemer | Libertad en Español · Follow | 8 min read · Jan 6, 2021 | Share | Traducción del artículo originalmente titulado Bitcoin | Publiqué sobre esto en FB en enero de 2018. Han pasado casi 2 | años, durante los cuales el bitcoin ha fluctuado en el precio, pero | sigue teniendo un gran valor d",,
Huemer - Cómo detectar a un mentiroso.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Cómo detectar a un mentiroso.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Cómo detectar a un mentiroso.pdf,1106022,Cómo detectar a un mentiroso — Michael Huemer | by Libertad en Español | Medium,Huemer,meta,Cómo detectar a un mentiroso — Michael Huemer | by Libertad en Español | Medium,,Michael Huemer,Cómo detectar a un mentiroso,Huemer,"Cómo detectar a un mentiroso — | Michael Huemer | Libertad en Español · Follow | 8 min read · Aug 29, 2020 | Share | Traducción del artículo originalmente titulado How to Spot a Liar | Open in app | Sign up | Sign in | Search",,
Huemer - El NAP es para bebés.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - El NAP es para bebés.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - El NAP es para bebés.pdf,3454217,El NAP es para bebés — Michael Huemer | by Libertad en Español | Medium,Huemer,meta,El NAP es para bebés — Michael Huemer | by Libertad en Español | Medium,,El NAP es para bebés — Michael,El NAP es para bebés,Huemer,"El NAP es para bebés — Michael | Huemer | Libertad en Español · Follow | 9 min read · Mar 27, 2020 | Share | Traducción del artículo originalmente titulado NAPs Are for | Babies | Open in app | Sign up | Sign in | Search",,
Huemer - En contra de la igualdad.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - En contra de la igualdad.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - En contra de la igualdad.pdf,538387,En contra de la igualdad — Michael Huemer | by Libertad en Español | Medium,Huemer,meta,En contra de la igualdad — Michael Huemer | by Libertad en Español | Medium,,Michael Huemer,En contra de la igualdad,Huemer,"Michael Huemer | 1. Las doctrinas del igualitarismo y del no igualitarismo | La forma de igualitarismo que me ocupa sostiene que la igualdad | en la distribución de la asistencia social entre las personas es | intrínsecamente buena. En otras palabras, es bueno que las | personas tengan la misma posición econó",,
Huemer - Gobernantes inmorales.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Gobernantes inmorales.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Gobernantes inmorales.pdf,551513,Gobernantes inmorales — Michael Huemer | by Libertad en Español | Medium,Huemer,meta,Gobernantes inmorales — Michael Huemer | by Libertad en Español | Medium,,Gobernantes inmorales — Michael,Gobernantes inmorales,Huemer,"Gobernantes inmorales — Michael | Huemer | Libertad en Español · Follow | 7 min read · Sep 20, 2022 | Share | Traducción del artículo originalmente titulado Immoral Rulers | Open in app | Sign up | Sign in | Search",,
"Huemer - La búsqueda de rentas, culpando a todos y a nadie.pdf","      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - La búsqueda de rentas, culpando a todos y a nadie.pdf","D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - La búsqueda de rentas, culpando a todos y a nadie.pdf",695439,La búsqueda de rentas: culpando a todos y a nadie — Michael Huemer | by Libertad en Español | Medium,Huemer,meta,La búsqueda de rentas: culpando a todos y a nadie — Michael Huemer | by Libertad en Español | Medium,,La búsqueda de rentas: culpando a,"La búsqueda de rentas, culpando a todos y a nadie",Huemer,"La búsqueda de rentas: culpando a | todos y a nadie — Michael Huemer | Libertad en Español · Follow | 5 min read · Aug 29, 2020 | Share | Traducción del artículo originalmente titulado Rent Seeking: | Blame Everybody and Nobody | Open in app | Sign up | Sign in | Search",,
Huemer - Las licencias son una tontería.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Las licencias son una tontería.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Las licencias son una tontería.pdf,1724791,Las licencias son una tontería — Michael Huemer | by Libertad en Español | Medium,Huemer,meta,Las licencias son una tontería — Michael Huemer | by Libertad en Español | Medium,,Michael Huemer,Las licencias son una tontería,Huemer,"Las licencias son una tontería — | Michael Huemer | Libertad en Español · Follow | 10 min read · Aug 29, 2020 | Share | Traducción del artículo originalmente titulado Licensing Is | Bullshit | Open in app | Sign up | Sign in | Search",,
Huemer - Psicologizando a los teóricos de la justicia social.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Psicologizando a los teóricos de la justicia social.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Huemer - Psicologizando a los teóricos de la justicia social.pdf,1077755,Psicologizando a los teóricos de la justicia social — Michael Huemer | by Libertad en Español | Medium,Huemer,meta,Psicologizando a los teóricos de la justicia social — Michael Huemer | by Libertad en Español | Medium,,Psicologizando a los teóricos de la,Psicologizando a los teóricos de la justicia social,Huemer,"Psicologizando a los teóricos de la | justicia social — Michael Huemer | Libertad en Español · Follow | 10 min read · Jun 8, 2020 | Share | Traducción del artículo originalmente titulado Psychologizing | SJT’s | Open in app | Sign up | Sign in | Search",,
La lingüística en Gramsci teoría de la comunicación política (Antonio Paoli).pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\La lingüística en Gramsci teoría de la comunicación política (Antonio Paoli).pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\La lingüística en Gramsci teoría de la comunicación política (Antonio Paoli).pdf,2484507,Antonio Paoli,Silvia,page1,,Silvia,Antonio Paoli,La lingüística en Gramsci teoría de la comunicación política,Antonio Paoli,Antonio Paoli | La lingüística en  | Gramsci | Teoría de la comunicación política. | (5 ediciones.),,
Leeson y Geloso - ¿Están locos los anarcocapitalistas_ Instituciones de conflicto islandesas medievales en perspectiva comparada.pdf,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Leeson y Geloso - ¿Están locos los anarcocapitalistas_ Instituciones de conflicto islandesas medievales en perspectiva comparada.pdf,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\Leeson y Geloso - ¿Están locos los anarcocapitalistas_ Instituciones de conflicto islandesas medievales en perspectiva comparada.pdf,992203,"¿Están locos los anarcocapitalistas? Instituciones de conflicto islandesas medievales en perspectiva comparada — Vincent Geloso, Peter Leeson | by Libertad en Español | Medium",Leeson y Geloso,meta,"¿Están locos los anarcocapitalistas? Instituciones de conflicto islandesas medievales en perspectiva comparada — Vincent Geloso, Peter Leeson | by Libertad en Español | Medium",,¿Están locos los anarcocapitalistas?,¿Están locos los anarcocapitalistas_ Instituciones de conflicto islandesas medievales en perspectiva comparada,Leeson y Geloso,"¿Están locos los anarcocapitalistas? | Instituciones de conflicto islandesas | medievales en perspectiva | comparada — Vincent Geloso, Peter | Leeson | Libertad en Español · Follow | 25 min read · Sep 22, 2023 | Share | Traducción del artículo originalmente titulado Are Anarcho- | Capitalists Insane? Medieval Iceland",,
